row,column,depth
28.285316467285156,285.58544921875,3.536156415939331
37.30027770996094,264.02777099609375,3.481750249862671
40.798858642578125,249.03076171875,3.612945795059204
36.05357360839844,262.8051452636719,3.4836387634277344
27.822921752929688,251.7139129638672,3.583885669708252
29.376646041870117,262.5242919921875,3.490584373474121
37.18999099731445,251.23097229003906,3.5827291011810303
99.62124633789062,179.21112060546875,6.383351802825928
110.49223327636719,218.26998901367188,5.876220226287842
111.41681671142578,221.13589477539062,5.804553985595703
118.18528747558594,209.646728515625,5.844867706298828
107.30742645263672,178.73641967773438,6.115564346313477
101.78661346435547,222.185791015625,6.019028663635254
77.49714660644531,243.95248413085938,3.6118016242980957
85.68183898925781,246.40907287597656,3.5796024799346924
85.68183898925781,246.40907287597656,3.5796024799346924
112.5173110961914,290.5517883300781,5.638556480407715
115.49037170410156,295.9317626953125,5.522863388061523
117.7200927734375,299.65325927734375,5.474453926086426
130.7906036376953,105.93365478515625,4.907241344451904
140.69384765625,146.53125,4.780203342437744
131.53570556640625,128.22776794433594,5.015782356262207
142.13357543945312,145.5086669921875,4.759983539581299
176.889892578125,153.5111846923828,3.2287232875823975
138.26437377929688,317.1964416503906,4.388452529907227
127.48487091064453,277.9912414550781,4.689328193664551
143.75564575195312,313.69781494140625,4.206672191619873
139.20803833007812,276.7234191894531,4.357117176055908
136.51589965820312,312.4093322753906,4.372123718261719
121.45455932617188,274.0424499511719,4.950153350830078
132.9451904296875,303.7799377441406,4.520660877227783
140.05287170410156,307.0628967285156,4.2647318840026855
124.22012329101562,278.6533203125,4.827609539031982
136.20480346679688,284.2308349609375,4.363157272338867
121.34784698486328,300.9647521972656,5.353042125701904
144.85467529296875,280.16424560546875,4.321178913116455
131.1211395263672,278.3135681152344,4.488071441650391
137.64109802246094,308.8822937011719,4.3357696533203125
126.12117004394531,270.6925964355469,3.541267156600952
132.1300506591797,287.19970703125,4.472766399383545
138.3189697265625,293.90521240234375,4.267251014709473
126.12117004394531,270.6925964355469,3.541267156600952
158.66844177246094,260.2859802246094,3.514927864074707
190.89215087890625,26.61760139465332,3.2476987838745117
200.27186584472656,25.99272346496582,3.2397103309631348
218.96543884277344,83.34192657470703,2.1373720169067383
222.90371704101562,111.08964538574219,2.1395153999328613
220.60763549804688,85.52262115478516,2.112595796585083
211.98204040527344,89.27812957763672,2.2533822059631348
215.5658721923828,90.13748168945312,2.199774742126465
228.4336700439453,162.2161407470703,1.495790719985962
219.06561279296875,163.6378936767578,1.6228865385055542
217.99285888671875,174.01759338378906,1.6076445579528809
198.56082153320312,197.41725158691406,1.8194934129714966
227.71221923828125,163.58828735351562,1.4896199703216553
185.86312866210938,251.93638610839844,2.087482213973999
206.17434692382812,293.2399597167969,2.426694869995117
225.1496124267578,253.8925323486328,1.5751938819885254
193.2567901611328,282.25848388671875,3.3080356121063232
